Object,X,Y,Z,Time
Jupiter,   -2.8353E+10,    7.8686E+11,    0.0000E+00,           96300000.
Sun,    7.7102E+08,    4.5387E+08,    0.0000E+00,           96360000.
Jupiter,   -2.9130E+10,    7.8684E+11,    0.0000E+00,           96360000.
Sun,    7.7176E+08,    4.5464E+08,    0.0000E+00,           96420000.
Jupiter,   -2.9907E+10,    7.8681E+11,    0.0000E+00,           96420000.
Sun,    7.7250E+08,    4.5541E+08,    0.0000E+00,           96480000.
Jupiter,   -3.0684E+10,    7.8679E+11,    0.0000E+00,           96480000.
Sun,    7.7324E+08,    4.5618E+08,    0.0000E+00,           96540000.
Jupiter,   -3.1460E+10,    7.8677E+11,    0.0000E+00,           96540000.
Sun,    7.7398E+08,    4.5695E+08,    0.0000E+00,           96600000.
Jupiter,   -3.2237E+10,    7.8675E+11,    0.0000E+00,           96600000.
Sun,    7.7472E+08,    4.5773E+08,    0.0000E+00,           96660000.
Jupiter,   -3.3014E+10,    7.8672E+11,    0.0000E+00,           96660000.
Sun,    7.7546E+08,    4.5850E+08,    0.0000E+00,           96720000.
Jupiter,   -3.3790E+10,    7.8670E+11,    0.0000E+00,           96720000.
Sun,    7.7620E+08,    4.5928E+08,    0.0000E+00,           96780000.
Jupiter,   -3.4567E+10,    7.8667E+11,    0.0000E+00,           96780000.
Sun,    7.7695E+08,    4.6005E+08,    0.0000E+00,           96840000.
Jupiter,   -3.5343E+10,    7.8665E+11,    0.0000E+00,           96840000.
Sun,    7.7769E+08,    4.6083E+08,    0.0000E+00,           96900000.
Jupiter,   -3.6120E+10,    7.8662E+11,    0.0000E+00,           96900000.
Sun,    7.7843E+08,    4.6160E+08,    0.0000E+00,           96960000.
Jupiter,   -3.6896E+10,    7.8659E+11,    0.0000E+00,           96960000.
Sun,    7.7917E+08,    4.6238E+08,    0.0000E+00,           97020000.
Jupiter,   -3.7673E+10,    7.8656E+11,    0.0000E+00,           97020000.
Sun,    7.7991E+08,    4.6316E+08,    0.0000E+00,           97080000.
Jupiter,   -3.8449E+10,    7.8653E+11,    0.0000E+00,           97080000.
Sun,    7.8065E+08,    4.6394E+08,    0.0000E+00,           97140000.
Jupiter,   -3.9226E+10,    7.8650E+11,    0.0000E+00,           97140000.
Sun,    7.8139E+08,    4.6472E+08,    0.0000E+00,           97200000.
Jupiter,   -4.0002E+10,    7.8647E+11,    0.0000E+00,           97200000.
Sun,    7.8213E+08,    4.6550E+08,    0.0000E+00,           97260000.
Jupiter,   -4.0778E+10,    7.8644E+11,    0.0000E+00,           97260000.
Sun,    7.8287E+08,    4.6628E+08,    0.0000E+00,           97320000.
Jupiter,   -4.1554E+10,    7.8641E+11,    0.0000E+00,           97320000.
Sun,    7.8362E+08,    4.6706E+08,    0.0000E+00,           97380000.
Jupiter,   -4.2331E+10,    7.8637E+11,    0.0000E+00,           97380000.
Sun,    7.8436E+08,    4.6785E+08,    0.0000E+00,           97440000.
Jupiter,   -4.3107E+10,    7.8634E+11,    0.0000E+00,           97440000.
Sun,    7.8510E+08,    4.6863E+08,    0.0000E+00,           97500000.
Jupiter,   -4.3883E+10,    7.8630E+11,    0.0000E+00,           97500000.
Sun,    7.8584E+08,    4.6941E+08,    0.0000E+00,           97560000.
Jupiter,   -4.4659E+10,    7.8627E+11,    0.0000E+00,           97560000.
Sun,    7.8658E+08,    4.7020E+08,    0.0000E+00,           97620000.
Jupiter,   -4.5435E+10,    7.8623E+11,    0.0000E+00,           97620000.
Sun,    7.8732E+08,    4.7099E+08,    0.0000E+00,           97680000.
Jupiter,   -4.6211E+10,    7.8619E+11,    0.0000E+00,           97680000.
Sun,    7.8806E+08,    4.7177E+08,    0.0000E+00,           97740000.
Jupiter,   -4.6987E+10,    7.8616E+11,    0.0000E+00,           97740000.
Sun,    7.8880E+08,    4.7256E+08,    0.0000E+00,           97800000.
Jupiter,   -4.7763E+10,    7.8612E+11,    0.0000E+00,           97800000.
Sun,    7.8954E+08,    4.7335E+08,    0.0000E+00,           97860000.
Jupiter,   -4.8539E+10,    7.8608E+11,    0.0000E+00,           97860000.
Sun,    7.9028E+08,    4.7414E+08,    0.0000E+00,           97920000.
Jupiter,   -4.9315E+10,    7.8604E+11,    0.0000E+00,           97920000.
Sun,    7.9102E+08,    4.7493E+08,    0.0000E+00,           97980000.
Jupiter,   -5.0090E+10,    7.8600E+11,    0.0000E+00,           97980000.
Sun,    7.9176E+08,    4.7572E+08,    0.0000E+00,           98040000.
Jupiter,   -5.0866E+10,    7.8595E+11,    0.0000E+00,           98040000.
Sun,    7.9250E+08,    4.7651E+08,    0.0000E+00,           98100000.
Jupiter,   -5.1642E+10,    7.8591E+11,    0.0000E+00,           98100000.
Sun,    7.9324E+08,    4.7730E+08,    0.0000E+00,           98160000.
Jupiter,   -5.2417E+10,    7.8587E+11,    0.0000E+00,           98160000.
Sun,    7.9398E+08,    4.7809E+08,    0.0000E+00,           98220000.
Jupiter,   -5.3193E+10,    7.8582E+11,    0.0000E+00,           98220000.
Sun,    7.9472E+08,    4.7888E+08,    0.0000E+00,           98280000.
Jupiter,   -5.3968E+10,    7.8578E+11,    0.0000E+00,           98280000.
Sun,    7.9546E+08,    4.7968E+08,    0.0000E+00,           98340000.
Jupiter,   -5.4744E+10,    7.8573E+11,    0.0000E+00,           98340000.
Sun,    7.9620E+08,    4.8047E+08,    0.0000E+00,           98400000.
Jupiter,   -5.5519E+10,    7.8569E+11,    0.0000E+00,           98400000.
Sun,    7.9694E+08,    4.8127E+08,    0.0000E+00,           98460000.
Jupiter,   -5.6294E+10,    7.8564E+11,    0.0000E+00,           98460000.
Sun,    7.9768E+08,    4.8206E+08,    0.0000E+00,           98520000.
Jupiter,   -5.7070E+10,    7.8559E+11,    0.0000E+00,           98520000.
Sun,    7.9842E+08,    4.8286E+08,    0.0000E+00,           98580000.
Jupiter,   -5.7845E+10,    7.8554E+11,    0.0000E+00,           98580000.
Sun,    7.9916E+08,    4.8366E+08,    0.0000E+00,           98640000.
Jupiter,   -5.8620E+10,    7.8549E+11,    0.0000E+00,           98640000.
Sun,    7.9990E+08,    4.8446E+08,    0.0000E+00,           98700000.
Jupiter,   -5.9395E+10,    7.8544E+11,    0.0000E+00,           98700000.
Sun,    8.0064E+08,    4.8526E+08,    0.0000E+00,           98760000.
Jupiter,   -6.0170E+10,    7.8539E+11,    0.0000E+00,           98760000.
Sun,    8.0138E+08,    4.8605E+08,    0.0000E+00,           98820000.
Jupiter,   -6.0945E+10,    7.8534E+11,    0.0000E+00,           98820000.
Sun,    8.0212E+08,    4.8686E+08,    0.0000E+00,           98880000.
Jupiter,   -6.1720E+10,    7.8529E+11,    0.0000E+00,           98880000.
Sun,    8.0286E+08,    4.8766E+08,    0.0000E+00,           98940000.
Jupiter,   -6.2495E+10,    7.8524E+11,    0.0000E+00,           98940000.
Sun,    8.0360E+08,    4.8846E+08,    0.0000E+00,           99000000.
Jupiter,   -6.3270E+10,    7.8518E+11,    0.0000E+00,           99000000.
Sun,    8.0434E+08,    4.8926E+08,    0.0000E+00,           99060000.
Jupiter,   -6.4045E+10,    7.8513E+11,    0.0000E+00,           99060000.
Sun,    8.0508E+08,    4.9006E+08,    0.0000E+00,           99120000.
Jupiter,   -6.4819E+10,    7.8507E+11,    0.0000E+00,           99120000.
Sun,    8.0582E+08,    4.9087E+08,    0.0000E+00,           99180000.
Jupiter,   -6.5594E+10,    7.8501E+11,    0.0000E+00,           99180000.
Sun,    8.0656E+08,    4.9167E+08,    0.0000E+00,           99240000.
Jupiter,   -6.6368E+10,    7.8496E+11,    0.0000E+00,           99240000.
Sun,    8.0730E+08,    4.9248E+08,    0.0000E+00,           99300000.
Jupiter,   -6.7143E+10,    7.8490E+11,    0.0000E+00,           99300000.
Sun,    8.0804E+08,    4.9328E+08,    0.0000E+00,           99360000.
Jupiter,   -6.7917E+10,    7.8484E+11,    0.0000E+00,           99360000.
Sun,    8.0878E+08,    4.9409E+08,    0.0000E+00,           99420000.
Jupiter,   -6.8692E+10,    7.8478E+11,    0.0000E+00,           99420000.
Sun,    8.0952E+08,    4.9490E+08,    0.0000E+00,           99480000.
Jupiter,   -6.9466E+10,    7.8472E+11,    0.0000E+00,           99480000.
Sun,    8.1026E+08,    4.9571E+08,    0.0000E+00,           99540000.
Jupiter,   -7.0240E+10,    7.8466E+11,    0.0000E+00,           99540000.
Sun,    8.1100E+08,    4.9652E+08,    0.0000E+00,           99600000.
Jupiter,   -7.1014E+10,    7.8460E+11,    0.0000E+00,           99600000.
Sun,    8.1173E+08,    4.9733E+08,    0.0000E+00,           99660000.
Jupiter,   -7.1788E+10,    7.8454E+11,    0.0000E+00,           99660000.
Sun,    8.1247E+08,    4.9814E+08,    0.0000E+00,           99720000.
Jupiter,   -7.2562E+10,    7.8447E+11,    0.0000E+00,           99720000.
Sun,    8.1321E+08,    4.9895E+08,    0.0000E+00,           99780000.
Jupiter,   -7.3336E+10,    7.8441E+11,    0.0000E+00,           99780000.
Sun,    8.1395E+08,    4.9976E+08,    0.0000E+00,           99840000.
Jupiter,   -7.4110E+10,    7.8434E+11,    0.0000E+00,           99840000.
Sun,    8.1469E+08,    5.0057E+08,    0.0000E+00,           99900000.
Jupiter,   -7.4884E+10,    7.8428E+11,    0.0000E+00,           99900000.
Sun,    8.1543E+08,    5.0139E+08,    0.0000E+00,           99960000.
Jupiter,   -7.5658E+10,    7.8421E+11,    0.0000E+00,           99960000.
Sun,    8.1617E+08,    5.0220E+08,    0.0000E+00,          100020000.
Jupiter,   -7.6431E+10,    7.8415E+11,    0.0000E+00,          100020000.
Sun,    8.1690E+08,    5.0302E+08,    0.0000E+00,          100080000.
Jupiter,   -7.7205E+10,    7.8408E+11,    0.0000E+00,          100080000.
Sun,    8.1764E+08,    5.0383E+08,    0.0000E+00,          100140000.
Jupiter,   -7.7978E+10,    7.8401E+11,    0.0000E+00,          100140000.
Sun,    8.1838E+08,    5.0465E+08,    0.0000E+00,          100200000.
Jupiter,   -7.8752E+10,    7.8394E+11,    0.0000E+00,          100200000.
Sun,    8.1912E+08,    5.0547E+08,    0.0000E+00,          100260000.
Jupiter,   -7.9525E+10,    7.8387E+11,    0.0000E+00,          100260000.
Sun,    8.1986E+08,    5.0628E+08,    0.0000E+00,          100320000.
Jupiter,   -8.0298E+10,    7.8380E+11,    0.0000E+00,          100320000.
Sun,    8.2060E+08,    5.0710E+08,    0.0000E+00,          100380000.
Jupiter,   -8.1072E+10,    7.8373E+11,    0.0000E+00,          100380000.
Sun,    8.2133E+08,    5.0792E+08,    0.0000E+00,          100440000.
Jupiter,   -8.1845E+10,    7.8365E+11,    0.0000E+00,          100440000.
Sun,    8.2207E+08,    5.0874E+08,    0.0000E+00,          100500000.
Jupiter,   -8.2618E+10,    7.8358E+11,    0.0000E+00,          100500000.
Sun,    8.2281E+08,    5.0956E+08,    0.0000E+00,          100560000.
Jupiter,   -8.3391E+10,    7.8351E+11,    0.0000E+00,          100560000.
Sun,    8.2355E+08,    5.1038E+08,    0.0000E+00,          100620000.
Jupiter,   -8.4164E+10,    7.8343E+11,    0.0000E+00,          100620000.
Sun,    8.2428E+08,    5.1121E+08,    0.0000E+00,          100680000.
Jupiter,   -8.4936E+10,    7.8336E+11,    0.0000E+00,          100680000.
Sun,    8.2502E+08,    5.1203E+08,    0.0000E+00,          100740000.
Jupiter,   -8.5709E+10,    7.8328E+11,    0.0000E+00,          100740000.
Sun,    8.2576E+08,    5.1285E+08,    0.0000E+00,          100800000.
Jupiter,   -8.6482E+10,    7.8320E+11,    0.0000E+00,          100800000.
Sun,    8.2650E+08,    5.1368E+08,    0.0000E+00,          100860000.
Jupiter,   -8.7254E+10,    7.8313E+11,    0.0000E+00,          100860000.
Sun,    8.2723E+08,    5.1450E+08,    0.0000E+00,          100920000.
Jupiter,   -8.8027E+10,    7.8305E+11,    0.0000E+00,          100920000.
Sun,    8.2797E+08,    5.1533E+08,    0.0000E+00,          100980000.
Jupiter,   -8.8799E+10,    7.8297E+11,    0.0000E+00,          100980000.
Sun,    8.2871E+08,    5.1616E+08,    0.0000E+00,          101040000.
Jupiter,   -8.9571E+10,    7.8289E+11,    0.0000E+00,          101040000.
Sun,    8.2945E+08,    5.1698E+08,    0.0000E+00,          101100000.
Jupiter,   -9.0343E+10,    7.8281E+11,    0.0000E+00,          101100000.
Sun,    8.3018E+08,    5.1781E+08,    0.0000E+00,          101160000.
Jupiter,   -9.1115E+10,    7.8273E+11,    0.0000E+00,          101160000.
Sun,    8.3092E+08,    5.1864E+08,    0.0000E+00,          101220000.
Jupiter,   -9.1887E+10,    7.8264E+11,    0.0000E+00,          101220000.
Sun,    8.3166E+08,    5.1947E+08,    0.0000E+00,          101280000.
Jupiter,   -9.2659E+10,    7.8256E+11,    0.0000E+00,          101280000.
Sun,    8.3239E+08,    5.2030E+08,    0.0000E+00,          101340000.
Jupiter,   -9.3431E+10,    7.8248E+11,    0.0000E+00,          101340000.
Sun,    8.3313E+08,    5.2113E+08,    0.0000E+00,          101400000.
Jupiter,   -9.4203E+10,    7.8239E+11,    0.0000E+00,          101400000.
Sun,    8.3387E+08,    5.2196E+08,    0.0000E+00,          101460000.
Jupiter,   -9.4974E+10,    7.8231E+11,    0.0000E+00,          101460000.
Sun,    8.3460E+08,    5.2280E+08,    0.0000E+00,          101520000.
Jupiter,   -9.5746E+10,    7.8222E+11,    0.0000E+00,          101520000.
Sun,    8.3534E+08,    5.2363E+08,    0.0000E+00,          101580000.
Jupiter,   -9.6517E+10,    7.8213E+11,    0.0000E+00,          101580000.
Sun,    8.3608E+08,    5.2446E+08,    0.0000E+00,          101640000.
Jupiter,   -9.7289E+10,    7.8205E+11,    0.0000E+00,          101640000.
Sun,    8.3681E+08,    5.2530E+08,    0.0000E+00,          101700000.
Jupiter,   -9.8060E+10,    7.8196E+11,    0.0000E+00,          101700000.
Sun,    8.3755E+08,    5.2613E+08,    0.0000E+00,          101760000.
Jupiter,   -9.8831E+10,    7.8187E+11,    0.0000E+00,          101760000.
Sun,    8.3828E+08,    5.2697E+08,    0.0000E+00,          101820000.
Jupiter,   -9.9602E+10,    7.8178E+11,    0.0000E+00,          101820000.
Sun,    8.3902E+08,    5.2781E+08,    0.0000E+00,          101880000.
Jupiter,   -1.0037E+11,    7.8169E+11,    0.0000E+00,          101880000.
Sun,    8.3976E+08,    5.2864E+08,    0.0000E+00,          101940000.
Jupiter,   -1.0114E+11,    7.8160E+11,    0.0000E+00,          101940000.
Sun,    8.4049E+08,    5.2948E+08,    0.0000E+00,          102000000.
Jupiter,   -1.0191E+11,    7.8150E+11,    0.0000E+00,          102000000.
Sun,    8.4123E+08,    5.3032E+08,    0.0000E+00,          102060000.
Jupiter,   -1.0269E+11,    7.8141E+11,    0.0000E+00,          102060000.
Sun,    8.4196E+08,    5.3116E+08,    0.0000E+00,          102120000.
Jupiter,   -1.0346E+11,    7.8132E+11,    0.0000E+00,          102120000.
Sun,    8.4270E+08,    5.3200E+08,    0.0000E+00,          102180000.
Jupiter,   -1.0423E+11,    7.8122E+11,    0.0000E+00,          102180000.
Sun,    8.4343E+08,    5.3284E+08,    0.0000E+00,          102240000.
Jupiter,   -1.0500E+11,    7.8113E+11,    0.0000E+00,          102240000.
Sun,    8.4417E+08,    5.3368E+08,    0.0000E+00,          102300000.
Jupiter,   -1.0577E+11,    7.8103E+11,    0.0000E+00,          102300000.
Sun,    8.4490E+08,    5.3453E+08,    0.0000E+00,          102360000.
Jupiter,   -1.0654E+11,    7.8094E+11,    0.0000E+00,          102360000.
Sun,    8.4564E+08,    5.3537E+08,    0.0000E+00,          102420000.
Jupiter,   -1.0731E+11,    7.8084E+11,    0.0000E+00,          102420000.
Sun,    8.4637E+08,    5.3621E+08,    0.0000E+00,          102480000.
Jupiter,   -1.0808E+11,    7.8074E+11,    0.0000E+00,          102480000.
Sun,    8.4711E+08,    5.3706E+08,    0.0000E+00,          102540000.
Jupiter,   -1.0885E+11,    7.8064E+11,    0.0000E+00,          102540000.
Sun,    8.4784E+08,    5.3790E+08,    0.0000E+00,          102600000.
Jupiter,   -1.0962E+11,    7.8054E+11,    0.0000E+00,          102600000.
Sun,    8.4858E+08,    5.3875E+08,    0.0000E+00,          102660000.
Jupiter,   -1.1039E+11,    7.8044E+11,    0.0000E+00,          102660000.
Sun,    8.4931E+08,    5.3960E+08,    0.0000E+00,          102720000.
Jupiter,   -1.1116E+11,    7.8034E+11,    0.0000E+00,          102720000.
Sun,    8.5005E+08,    5.4045E+08,    0.0000E+00,          102780000.
Jupiter,   -1.1193E+11,    7.8024E+11,    0.0000E+00,          102780000.
Sun,    8.5078E+08,    5.4129E+08,    0.0000E+00,          102840000.
Jupiter,   -1.1269E+11,    7.8013E+11,    0.0000E+00,          102840000.
Sun,    8.5152E+08,    5.4214E+08,    0.0000E+00,          102900000.
Jupiter,   -1.1346E+11,    7.8003E+11,    0.0000E+00,          102900000.
Sun,    8.5225E+08,    5.4299E+08,    0.0000E+00,          102960000.
Jupiter,   -1.1423E+11,    7.7993E+11,    0.0000E+00,          102960000.
Sun,    8.5298E+08,    5.4384E+08,    0.0000E+00,          103020000.
Jupiter,   -1.1500E+11,    7.7982E+11,    0.0000E+00,          103020000.
Sun,    8.5372E+08,    5.4469E+08,    0.0000E+00,          103080000.
Jupiter,   -1.1577E+11,    7.7972E+11,    0.0000E+00,          103080000.
Sun,    8.5445E+08,    5.4555E+08,    0.0000E+00,          103140000.
Jupiter,   -1.1654E+11,    7.7961E+11,    0.0000E+00,          103140000.
Sun,    8.5519E+08,    5.4640E+08,    0.0000E+00,          103200000.
Jupiter,   -1.1731E+11,    7.7950E+11,    0.0000E+00,          103200000.
Sun,    8.5592E+08,    5.4725E+08,    0.0000E+00,          103260000.
Jupiter,   -1.1808E+11,    7.7939E+11,    0.0000E+00,          103260000.
Sun,    8.5665E+08,    5.4811E+08,    0.0000E+00,          103320000.
Jupiter,   -1.1885E+11,    7.7928E+11,    0.0000E+00,          103320000.
Sun,    8.5739E+08,    5.4896E+08,    0.0000E+00,          103380000.
Jupiter,   -1.1961E+11,    7.7917E+11,    0.0000E+00,          103380000.
Sun,    8.5812E+08,    5.4982E+08,    0.0000E+00,          103440000.
Jupiter,   -1.2038E+11,    7.7906E+11,    0.0000E+00,          103440000.
Sun,    8.5885E+08,    5.5067E+08,    0.0000E+00,          103500000.
Jupiter,   -1.2115E+11,    7.7895E+11,    0.0000E+00,          103500000.
Sun,    8.5958E+08,    5.5153E+08,    0.0000E+00,          103560000.
Jupiter,   -1.2192E+11,    7.7884E+11,    0.0000E+00,          103560000.
Sun,    8.6032E+08,    5.5239E+08,    0.0000E+00,          103620000.
Jupiter,   -1.2269E+11,    7.7873E+11,    0.0000E+00,          103620000.
Sun,    8.6105E+08,    5.5325E+08,    0.0000E+00,          103680000.
Jupiter,   -1.2345E+11,    7.7861E+11,    0.0000E+00,          103680000.
Sun,    8.6178E+08,    5.5411E+08,    0.0000E+00,          103740000.
Jupiter,   -1.2422E+11,    7.7850E+11,    0.0000E+00,          103740000.
Sun,    8.6252E+08,    5.5497E+08,    0.0000E+00,          103800000.
Jupiter,   -1.2499E+11,    7.7839E+11,    0.0000E+00,          103800000.
Sun,    8.6325E+08,    5.5583E+08,    0.0000E+00,          103860000.
Jupiter,   -1.2576E+11,    7.7827E+11,    0.0000E+00,          103860000.
Sun,    8.6398E+08,    5.5669E+08,    0.0000E+00,          103920000.
Jupiter,   -1.2652E+11,    7.7815E+11,    0.0000E+00,          103920000.
Sun,    8.6471E+08,    5.5755E+08,    0.0000E+00,          103980000.
Jupiter,   -1.2729E+11,    7.7804E+11,    0.0000E+00,          103980000.
Sun,    8.6544E+08,    5.5841E+08,    0.0000E+00,          104040000.
Jupiter,   -1.2806E+11,    7.7792E+11,    0.0000E+00,          104040000.
